Title,Price,Location,Erstzulassung,Kilometerstand,Leistung,Treibstoff,Getriebeart,Fahrzeugtyp,Vorbesitzer,Zustand,Antrieb,CO₂-Ausstoß,Verbrauch,Anzahl Türen,Anzahl Sitze,RestAttributes,Equipment
Audi A6 Avant 45 TDI quattro design tiptronic**1.Besitz** Kombi / Family Van,€ 34.999,Wolfernstrasse 42 4400 Steyr Oberösterreich ,11/2018,177.999 km,231 PS (170 kW),Hybrid Elektro/Diesel,Automatik,Kombi / Family Van,1,Gebrauchtwagen,Allrad,NaN,NaN,5,5,"{'Hubraum': '2.967 ccm', 'Zylinder': '6', 'Außenfarbe': 'Schwarz', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '11.2023', 'Servicegepflegt': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bordcomputer', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Head-Up-Display', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Navigationssystem', 'Nebelscheinwerfer', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Teilautonomes Fahren', 'Tempomat', 'Totwinkelassistent', 'Zentralverriegelung']"
Audi A6 Avant 3.0 TDI Sport quattro Kombi / Family Van,€ 21.990,"Löck 20 6441 Umhausen Imst, Tirol ",11/2013,164.480 km,204 PS (150 kW),Diesel,Automatik,Kombi / Family Van,NaN,Gebrauchtwagen,Allrad,152 g/km,NaN,4,5,"{'Hubraum': '2.967 ccm', 'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Reifendrucksensor', 'Schisack', 'Seitenairbags', 'Sitzheizung', 'Sperrdifferential', 'Sportfahrwerk', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tempomat']"
Audi e-tron 50 quattro 230 kW S line SUV / Geländewagen,€ 59.990,"Löck 20 6441 Umhausen Imst, Tirol ",5/2021,34.119 km,215 PS (158 kW),Elektro,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,NaN,NaN,4,5,"{'Außenfarbe': 'Blau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Abstandstempomat', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Head-Up-Display', 'ISOFIX', 'Keyless entry', 'LED-Scheinwerfer', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Sitzheizung', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Totwinkelassistent', 'Zentralverriegelung']"
Audi Q3 Sportback 35 TDI quattro SUV / Geländewagen,€ 44.990,"Löck 20 6441 Umhausen Imst, Tirol ",8/2020,34.435 km,150 PS (110 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,152 g/km,NaN,4,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Weiß', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Apple CarPlay', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Regensensor', 'Reifendrucksensor', 'Sitzheizung', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Totwinkelassistent', 'Zentralverriegelung']"
Audi R8 Spyder V10 performance quattro Cabrio / Roadster,€ 259.990,"Löck 20 6441 Umhausen Imst, Tirol ",8/2020,13.596 km,620 PS (456 kW),Benzin,Automatik,Cabrio / Roadster,NaN,Gebrauchtwagen,Allrad,302 g/km,NaN,2,NaN,"{'Außenfarbe': 'Weiß', 'Hubraum': '5.204 ccm', 'Gewährleistung': '', '§57a ""Pickerl""': ''}",NaN
"Audi Q5 2,0 TDI quattro S-Line SUV / Geländewagen",€ 21.490,"Niederstuttern 67 8951 Trautenfels Liezen, Steiermark ",6/2016,185.000 km,150 PS (110 kW),Diesel,Schaltgetriebe,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,144 g/km,"5,50 l/100km",5,5,"{'Hubraum': '1.968 ccm', 'Zylinder': '4', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 5', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Servicegepflegt': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'Dachgepäckträger', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A4 B8 Facelift 1.8T Limousine,€ 10.500,2700 Wiener Neustadt Niederösterreich ,02/2013,197.500 km,120 PS (88 kW),Benzin,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,Vorderrad,NaN,NaN,4,5,"{'Außenfarbe': 'Silber', 'Metallic\xadlackierung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '02.2024'}","['8-fach Bereift', 'ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Einparkhilfe', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Frontscheibenheizung', 'Klimaanlage', 'Klimaautomatik', 'Leichtmetall-/Alufelgen', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi Q7 3.0 TDI ultra quattro SUV / Geländewagen,€ 47.990,"Löck 20 6441 Umhausen Imst, Tirol ",10/2016,86.492 km,218 PS (160 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,161 g/km,NaN,4,5,"{'Hubraum': '2.967 ccm', 'Außenfarbe': 'Schwarz', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Alarmanlage', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Panoramadach', 'Parksensor hinten', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tempomat', 'Zentralverriegelung']"
Audi A3 RS 3 Sportback SUV / Geländewagen,€ 84.990,"Löck 20 6441 Umhausen Imst, Tirol ",3/2023,1 km,400 PS (294 kW),Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,207 g/km,NaN,4,5,"{'Hubraum': '2.480 ccm', 'Außenfarbe': 'Rot', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Aut. Heckklappe', 'Bluetooth / USB', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Sportsitze', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
"Audi A7 S7 Sportback 4,0 TFSI quattro *VOLL* *ABT* € 37... Limousine",€ 41.690,"Hannesgrub Süd 20 4911 Tumeltsham Ried im Innkreis, Oberösterreich ",5/2015,162.500 km,450 PS (331 kW),Benzin,Automatik,Limousine,2,Gebrauchtwagen,Allrad,215 g/km,"9,30 l/100km",5,4,"{'Hubraum': '3.993 ccm', 'max. Anhängelast': '0 kg', 'Außenfarbe': 'Silber', 'Abgasnorm': 'EURO 6', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Servicegepflegt': ''}","['ABS', 'Abstandstempomat', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Head-Up-Display', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Notbremsassistent', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Schiebedach', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Teilautonomes Fahren', 'Tempomat', 'Zentralverriegelung']"
"Audi A5 S5 Coupé 3,0 TFSI quattro Aut. Sportwagen / Coupé",€ 23.490,"Hauptstraße 2 2231 Strasshof an der Nordbahn Gänserndorf, Niederösterreich ",7/2013,165.850 km,333 PS (245 kW),Benzin,Automatik,Sportwagen / Coupé,3,Gebrauchtwagen,Allrad,179 g/km,"8,10 l/100km",2,5,"{'Hubraum': '2.995 ccm', 'max. Anhängelast': '1.900 kg', 'Zylinder': '6', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 5', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '7.2023'}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Bluetooth / USB', 'Bordcomputer', 'elektr. Fensterheber', 'elektr. Sitze', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Parksensor hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Schaltwippen', 'Schiebedach', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportfahrwerk', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
Audi Q3 35 TDI intense SUV / Geländewagen,€ 43.490,Frauentaler Strasse 59 8530 Deutschlandsberg Steiermark ,3/2023,1.000 km,150 PS (110 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,133 g/km,NaN,4,5,"{'Hubraum': '1.968 ccm', 'Außenfarbe': 'Weiß', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat']"
Audi A3 Sportback 30 TDI intense Limousine,€ 32.980,"Gewerbegebiet Süd 12 5204 Straßwalchen Salzburg-Umgebung, Salzburg ",3/2023,1 km,116 PS (85 kW),Diesel,Schaltgetriebe,Limousine,NaN,Gebrauchtwagen,Vorderrad,122 g/km,NaN,4,5,"{'Außenfarbe': 'Grau', 'Hubraum': '1.968 ccm', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['Bluetooth / USB', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Parksensor hinten', 'Radio', 'Reifendrucksensor', 'Seitenairbags', 'Sitzheizung', 'Tempomat']"
Audi Q3 35 TDI advanced exterieur SUV / Geländewagen,€ 31.450,"Gewerbegebiet Süd 12 5204 Straßwalchen Salzburg-Umgebung, Salzburg ",4/2019,82.502 km,150 PS (110 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Vorderrad,123 g/km,NaN,4,5,"{'Außenfarbe': 'Schwarz', 'Hubraum': '1.968 ccm', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Kopfairbags', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Radio', 'Reifendrucksensor', 'Seitenairbags', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)']"
Audi A3 Sportback 1.4 TFSI Ambition Limousine,€ 8.450,"Gewerbegebiet Süd 12 5204 Straßwalchen Salzburg-Umgebung, Salzburg ",8/2011,160.498 km,125 PS (92 kW),Benzin,Automatik,Limousine,NaN,Gebrauchtwagen,Vorderrad,127 g/km,NaN,4,5,"{'Hubraum': '1.390 ccm', 'Außenfarbe': 'Weiß', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'elektr. Fensterheber', 'elektr. Spiegel', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Reifendrucksensor', 'Schisack', 'Seitenairbags', 'Sitzheizung', 'Sperrdifferential', 'Sportfahrwerk', 'Sportsitze', 'Stabilitätsprogramme (ESP)', 'Tempomat', 'Xenon']"
Audi A4 B8 S-Line Kombi / Family Van,€ 7.000,"4113 Sankt Martin im Mühlkreis Rohrbach, Oberösterreich ",12/2009,290.000 km,136 PS (100 kW),Diesel,Schaltgetriebe,Kombi / Family Van,3,Gebrauchtwagen,Vorderrad,NaN,NaN,5,5,"{'Außenfarbe': 'Weiß', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '12.2023', 'Servicegepflegt': ''}","['8-fach Bereift', 'ABS', 'Alarmanlage', 'Beifahrerairbags', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'Frontscheibenheizung', 'Klimaanlage', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Nichtraucherfahrzeug', 'Panoramadach', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Servicegepflegt', 'Servolenkung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A3 RS 3 Sportback SUV / Geländewagen,€ 89.990,"Zellbergeben 16 6277 Zellbergeben Schwaz, Tirol ",3/2023,201 km,400 PS (294 kW),Benzin,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,207 g/km,NaN,4,5,"{'Hubraum': '2.480 ccm', 'Außenfarbe': 'Rot', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Seitenairbags', 'Sitzheizung', 'Sportsitze', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi Q4 e-tron Q4 50 e-tron quattro 220 kW SUV / Geländewagen,€ 76.880,"Zellbergeben 16 6277 Zellbergeben Schwaz, Tirol ",1/2023,3.000 km,105 PS (77 kW),Elektro,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,NaN,NaN,4,5,"{'Außenfarbe': 'Weiß', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'MwSt. ausweisbar': ''}","['Abstandstempomat', 'Anhängerkupplung', 'Aut. Heckklappe', 'Dachreling', 'elektr. Spiegel', 'Freisprecheinrichtung', 'Head-Up-Display', 'Keyless entry', 'Klimaanlage', 'Klimaautomatik', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'MwSt. ausweisbar', 'Navigationssystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Rückfahrkamera', 'Sportfahrwerk', 'Sportsitze', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
"Audi A3 SB 1,9 TDI e DPF Mit Neues Pickel Limousine",€ 5.999,"Dingfurtherstraße 36 3304 Hart Amstetten, Niederösterreich ",3/2008,266.000 km,105 PS (77 kW),Diesel,Schaltgetriebe,Limousine,1,Gebrauchtwagen,Vorderrad,119 g/km,"4,50 l/100km",5,5,"{'Hubraum': '1.896 ccm', 'max. Anhängelast': '1.400 kg', 'Zylinder': '4', 'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 4', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '3.2024', 'Servicegepflegt': ''}","['ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Klimaanlage', 'Kopfairbags', 'Leichtmetall-/Alufelgen', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Seitenairbags', 'Servicegepflegt', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Zentralverriegelung']"
Audi A6 50 TDI quattro sport tiptronic Limousine,€ 43.890,"Im Wirtschaftspark 14 3494 Theiß Krems Land, Niederösterreich ",2/2019,120.000 km,286 PS (210 kW),Diesel,Automatik,Limousine,1,Gebrauchtwagen,Allrad,183 g/km,0 l/100km,4,5,"{'Außenfarbe': 'Grau', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '02.2024', 'Garantie': ''}","['8-fach Bereift', 'ABS', 'Abstandstempomat', 'Anhängerkupplung', 'Antriebsschlupfregelung (ASR)', 'Aut. Heckklappe', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Fernlichtassistent', 'Head-Up-Display', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kollisionswarner', 'Kopfairbags', 'Lederausstattung', 'Lederlenkrad', 'LED-Scheinwerfer', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Lordosenstütze', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Notrufsystem', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Reifendrucksensor', 'Rückfahrkamera', 'Schaltwippen', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Standheizung', 'Start/Stopp-Automatik', 'Tempomat', 'Totwinkelassistent', 'Xenon', 'Zentralverriegelung']"
"Audi Q7 4,2 TDI Quattro V8*NAVI*XENON*TEMPOMAT*MFL*KRED SUV / Geländewagen",€ 17.980,"Grillgasse 51 1110 Wien, 11. Bezirk, Simmering ",1/2010,200.000 km,340 PS (250 kW),Diesel,Automatik,SUV / Geländewagen,NaN,Gebrauchtwagen,Allrad,262 g/km,"9,90 l/100km",5,5,"{'Außenfarbe': 'Schwarz', 'Abgasnorm': 'EURO 4', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': ''}","['ABS', 'Alarmanlage', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bluetooth / USB', 'Bordcomputer', 'CD Player', 'Dachgepäckträger', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Klimaautomatik', 'Kopfairbags', 'Kurvenfahrlicht', 'Lederausstattung', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Lichtsensor', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Reifendrucksensor', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Stabilitätsprogramme (ESP)', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
"Audi Q3 2,0 TDI/3XS-LINE/XENON/TEMPOMAT/SHZ/1. BESITZ SUV / Geländewagen",€ 17.990,"Salzburger Straße 10 5145 Neukirchen an der Enknach Braunau am Inn, Oberösterreich ",3/2012,132.000 km,140 PS (103 kW),Diesel,Schaltgetriebe,SUV / Geländewagen,1,Gebrauchtwagen,Vorderrad,137 g/km,"5,20 l/100km",5,5,"{'Außenfarbe': 'Grau', 'Abgasnorm': 'EURO 5', 'Metallic\xadlackierung': '', 'Gewährleistung': '', '§57a ""Pickerl""': '', 'Pickerl gültig bis': '03.2024', 'Garantie': ''}","['8-fach Bereift', 'ABS', 'Antriebsschlupfregelung (ASR)', 'Beifahrerairbags', 'Bordcomputer', 'CD Player', 'Dachreling', 'elektr. Fensterheber', 'elektr. Spiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'ISOFIX', 'Klimaanlage', 'Lederlenkrad', 'Leichtmetall-/Alufelgen', 'Media-Interface / mp3', 'Metallic-Lackierung', 'Mittelarmlehne', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Parksensor hinten', 'Parksensor vorne & hinten', 'Radio', 'Regensensor', 'Schisack', 'Seitenairbags', 'Servolenkung', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Stabilitätsprogramme (ESP)', 'Start/Stopp-Automatik', 'Tagfahrlicht', 'Tempomat', 'Xenon', 'Zentralverriegelung']"
